Dim1,Dim2,ModelLabel,UniqueLabel
-3.7323356,65.151245,base_kras_caf,base_kras_caf_0
-0.5354729,64.118546,base_kras_caf,base_kras_caf_1
-5.4263253,64.735306,base_kras_caf,base_kras_caf_2
-2.2482877,64.74517,base_kras_caf,base_kras_caf_3
-3.7455378,60.801994,base_kras_caf,base_kras_caf_4
-3.1094356,64.37926,base_kras_caf,base_kras_caf_5
-3.256522,63.65006,base_kras_caf,base_kras_caf_6
-1.2873491,64.88523,base_kras_caf,base_kras_caf_7
-3.5810893,63.626163,base_kras_caf,base_kras_caf_8
-3.2161045,64.28125,base_kras_caf,base_kras_caf_9
-2.1561377,64.58701,base_kras_caf,base_kras_caf_10
-3.3604543,64.373314,base_kras_caf,base_kras_caf_11
-2.8903973,64.15416,base_kras_caf,base_kras_caf_12
-3.386935,63.504967,base_kras_caf,base_kras_caf_13
-4.309612,61.82192,base_kras_caf,base_kras_caf_14
-4.4588804,64.03047,base_kras_caf,base_kras_caf_15
-1.7302665,64.55104,base_kras_caf,base_kras_caf_16
-2.534387,64.36129,base_kras_caf,base_kras_caf_17
0.09709235,65.30838,base_kras_caf,base_kras_caf_18
-2.0852385,66.178635,base_kras_caf,base_kras_caf_19
-4.278205,63.52666,base_kras_caf,base_kras_caf_20
-2.0690396,64.2122,base_kras_caf,base_kras_caf_21
-1.2602696,65.540085,base_kras_caf,base_kras_caf_22
-0.58167404,65.192055,base_kras_caf,base_kras_caf_23
-2.7190065,64.25805,base_kras_caf,base_kras_caf_24
-2.371391,63.593803,base_kras_caf,base_kras_caf_25
-3.3573592,60.745842,base_kras_caf,base_kras_caf_26
-1.4566517,65.295334,base_kras_caf,base_kras_caf_27
-4.152811,61.88019,base_kras_caf,base_kras_caf_28
-2.6298785,65.21402,base_kras_caf,base_kras_caf_29
-5.353444,63.729527,base_kras_caf,base_kras_caf_30
-1.3092223,65.139824,base_kras_caf,base_kras_caf_31
-4.526008,64.387764,base_kras_caf,base_kras_caf_32
-2.601949,66.20223,base_kras_caf,base_kras_caf_33
-3.6967728,63.80226,base_kras_caf,base_kras_caf_34
-1.2051175,66.78781,base_kras_caf,base_kras_caf_35
-1.7759405,67.01644,base_kras_caf,base_kras_caf_36
-2.5162601,64.70544,base_kras_caf,base_kras_caf_37
-3.3188858,64.55477,base_kras_caf,base_kras_caf_38
-1.6199312,66.123276,base_kras_caf,base_kras_caf_39
-3.293176,63.910957,base_kras_caf,base_kras_caf_40
-1.0979613,65.80301,base_kras_caf,base_kras_caf_41
-1.6169243,64.45063,base_kras_caf,base_kras_caf_42
-4.5946836,65.70949,base_kras_caf,base_kras_caf_43
-3.0619142,64.82019,base_kras_caf,base_kras_caf_44
-1.0998996,66.03318,base_kras_caf,base_kras_caf_45
-2.771916,65.61918,base_kras_caf,base_kras_caf_46
-2.7369478,64.268486,base_kras_caf,base_kras_caf_47
-3.618071,65.58061,base_kras_caf,base_kras_caf_48
-2.6414316,64.9127,base_kras_caf,base_kras_caf_49
-1.9217389,64.85423,base_kras_caf,base_kras_caf_50
-2.7695093,66.587875,base_kras_caf,base_kras_caf_51
-3.2380428,65.03539,base_kras_caf,base_kras_caf_52
-4.723804,62.145065,base_kras_caf,base_kras_caf_53
-4.834356,63.97857,base_kras_caf,base_kras_caf_54
-3.243326,64.13916,base_kras_caf,base_kras_caf_55
-4.6510396,63.157207,base_kras_caf,base_kras_caf_56
-2.9223547,64.038956,base_kras_caf,base_kras_caf_57
-4.619949,65.12013,base_kras_caf,base_kras_caf_58
-4.1973696,63.86835,base_kras_caf,base_kras_caf_59
-4.1843796,66.148315,base_kras_caf,base_kras_caf_60
-4.4508862,64.44578,base_kras_caf,base_kras_caf_61
-2.8683503,63.84776,base_kras_caf,base_kras_caf_62
-1.0629833,65.145744,base_kras_caf,base_kras_caf_63
-2.6967707,65.11447,base_kras_caf,base_kras_caf_64
-4.4976926,63.395992,base_kras_caf,base_kras_caf_65
-2.4868605,65.735596,base_kras_caf,base_kras_caf_66
-1.9738429,65.737045,base_kras_caf,base_kras_caf_67
-2.170148,66.24943,base_kras_caf,base_kras_caf_68
-3.7902076,64.79761,base_kras_caf,base_kras_caf_69
-3.188907,65.69638,base_kras_caf,base_kras_caf_70
-3.4405332,62.989594,base_kras_caf,base_kras_caf_71
-3.940829,65.43844,base_kras_caf,base_kras_caf_72
-4.591671,65.67922,base_kras_caf,base_kras_caf_73
-1.8383567,65.71697,base_kras_caf,base_kras_caf_74
-1.6838284,66.26435,base_kras_caf,base_kras_caf_75
-2.2833805,63.38394,base_kras_caf,base_kras_caf_76
-3.1426442,65.21743,base_kras_caf,base_kras_caf_77
-3.101285,65.226776,base_kras_caf,base_kras_caf_78
-2.4109018,65.7138,base_kras_caf,base_kras_caf_79
-0.91676706,65.626816,base_kras_caf,base_kras_caf_80
-2.6142871,65.69087,base_kras_caf,base_kras_caf_81
-3.4401875,65.87102,base_kras_caf,base_kras_caf_82
-0.9883078,66.41331,base_kras_caf,base_kras_caf_83
-3.318931,64.45838,base_kras_caf,base_kras_caf_84
-2.772693,64.21045,base_kras_caf,base_kras_caf_85
-1.4110839,65.299286,base_kras_caf,base_kras_caf_86
-2.4457238,63.971497,base_kras_caf,base_kras_caf_87
-3.2184694,65.080025,base_kras_caf,base_kras_caf_88
-1.9404869,65.84465,base_kras_caf,base_kras_caf_89
-1.1377865,66.55268,base_kras_caf,base_kras_caf_90
-2.870921,64.60596,base_kras_caf,base_kras_caf_91
-4.8121185,62.60879,base_kras_caf,base_kras_caf_92
-2.9358,65.04608,base_kras_caf,base_kras_caf_93
-1.3769666,65.31213,base_kras_caf,base_kras_caf_94
-2.4529793,62.30449,base_kras_caf,base_kras_caf_95
-1.8188117,64.30159,base_kras_caf,base_kras_caf_96
-2.4114242,64.6446,base_kras_caf,base_kras_caf_97
-3.6904812,63.704426,base_kras_caf,base_kras_caf_98
-4.5593762,64.07413,base_kras_caf,base_kras_caf_99
-3.027413,64.049576,base_kras_caf,base_kras_caf_100
-3.7224188,64.99701,base_kras_caf,base_kras_caf_101
-1.0300688,66.02997,base_kras_caf,base_kras_caf_102
-2.6365528,66.48749,base_kras_caf,base_kras_caf_103
-1.7682401,63.814045,base_kras_caf,base_kras_caf_104
-3.7675319,63.15142,base_kras_caf,base_kras_caf_105
-2.046713,66.22078,base_kras_caf,base_kras_caf_106
-3.9062278,65.11308,base_kras_caf,base_kras_caf_107
-0.82345116,65.56407,base_kras_caf,base_kras_caf_108
-0.48349366,65.36647,base_kras_caf,base_kras_caf_109
-2.680027,63.294796,base_kras_caf,base_kras_caf_110
-3.9260342,63.410572,base_kras_caf,base_kras_caf_111
-2.2708771,65.61279,base_kras_caf,base_kras_caf_112
-2.8547122,65.254715,base_kras_caf,base_kras_caf_113
-2.962603,65.418495,base_kras_caf,base_kras_caf_114
-4.475702,63.594345,base_kras_caf,base_kras_caf_115
-2.1678202,65.69827,base_kras_caf,base_kras_caf_116
-1.4434955,66.64535,base_kras_caf,base_kras_caf_117
-3.2256377,65.17509,base_kras_caf,base_kras_caf_118
-3.4855206,64.21613,base_kras_caf,base_kras_caf_119
-4.132596,61.296738,base_kras_caf,base_kras_caf_120
-2.1838746,66.23615,base_kras_caf,base_kras_caf_121
-4.1291595,62.57022,base_kras_caf,base_kras_caf_122
-1.2978448,65.39627,base_kras_caf,base_kras_caf_123
-2.304318,65.25533,base_kras_caf,base_kras_caf_124
-2.9670732,61.732853,base_kras_caf,base_kras_caf_125
-0.7218587,66.1815,base_kras_caf,base_kras_caf_126
-4.0863547,64.26227,base_kras_caf,base_kras_caf_127
-2.3553858,65.257774,base_kras_caf,base_kras_caf_128
-2.2092621,65.03567,base_kras_caf,base_kras_caf_129
-3.2056813,64.98342,base_kras_caf,base_kras_caf_130
-3.4213393,65.34416,base_kras_caf,base_kras_caf_131
-2.8427267,64.78667,base_kras_caf,base_kras_caf_132
-1.9979513,65.52621,base_kras_caf,base_kras_caf_133
-3.538349,64.1503,base_kras_caf,base_kras_caf_134
-3.9597952,65.52217,base_kras_caf,base_kras_caf_135
-2.071529,64.28809,base_kras_caf,base_kras_caf_136
-4.099891,63.45419,base_kras_caf,base_kras_caf_137
-1.3183959,64.82442,base_kras_caf,base_kras_caf_138
-2.5720086,66.09838,base_kras_caf,base_kras_caf_139
-2.8705149,64.26321,base_kras_caf,base_kras_caf_140
0.45320785,65.22948,base_kras_caf,base_kras_caf_141
-2.37502,65.6981,base_kras_caf,base_kras_caf_142
-2.0252128,65.85055,base_kras_caf,base_kras_caf_143
-3.6026635,64.00977,base_kras_caf,base_kras_caf_144
-3.4269762,65.48557,base_kras_caf,base_kras_caf_145
-2.4630706,63.528347,base_kras_caf,base_kras_caf_146
-0.2724581,66.743164,base_kras_caf,base_kras_caf_147
-2.0020325,65.914055,base_kras_caf,base_kras_caf_148
-2.0429182,66.1553,base_kras_caf,base_kras_caf_149
-4.651758,63.396576,base_kras_caf,base_kras_caf_150
-1.4244063,65.78079,base_kras_caf,base_kras_caf_151
-4.031539,63.905975,base_kras_caf,base_kras_caf_152
-2.408534,65.631485,base_kras_caf,base_kras_caf_153
-1.5507346,64.22731,base_kras_caf,base_kras_caf_154
-2.5614934,63.09597,base_kras_caf,base_kras_caf_155
-2.4042597,64.47728,base_kras_caf,base_kras_caf_156
-3.671747,63.57404,base_kras_caf,base_kras_caf_157
-4.5657225,66.451256,base_kras_caf,base_kras_caf_158
-3.1628954,65.77034,base_kras_caf,base_kras_caf_159
-1.9795537,64.48738,base_kras_caf,base_kras_caf_160
-4.333097,63.97929,base_kras_caf,base_kras_caf_161
-1.699634,65.99676,base_kras_caf,base_kras_caf_162
-3.625173,65.13138,base_kras_caf,base_kras_caf_163
-1.6630704,65.70515,base_kras_caf,base_kras_caf_164
-0.7792498,66.53893,base_kras_caf,base_kras_caf_165
-4.131883,64.20826,base_kras_caf,base_kras_caf_166
-1.640941,66.98613,base_kras_caf,base_kras_caf_167
-0.8079154,65.94021,base_kras_caf,base_kras_caf_168
-2.9704742,65.42318,base_kras_caf,base_kras_caf_169
-0.42655072,65.3386,base_kras_caf,base_kras_caf_170
-2.2490728,65.99108,base_kras_caf,base_kras_caf_171
-4.0372167,63.173992,base_kras_caf,base_kras_caf_172
-4.1217055,64.75725,base_kras_caf,base_kras_caf_173
-2.8302224,65.361176,base_kras_caf,base_kras_caf_174
-4.326954,63.984474,base_kras_caf,base_kras_caf_175
-1.2764022,65.95257,base_kras_caf,base_kras_caf_176
-3.406424,63.894558,base_kras_caf,base_kras_caf_177
-2.1812646,65.816986,base_kras_caf,base_kras_caf_178
-3.0043964,65.511154,base_kras_caf,base_kras_caf_179
-2.7785718,63.318996,base_kras_caf,base_kras_caf_180
-3.6573553,64.411964,base_kras_caf,base_kras_caf_181
0.0302173,65.892624,base_kras_caf,base_kras_caf_182
-2.5470717,66.49538,base_kras_caf,base_kras_caf_183
-2.6798553,65.65955,base_kras_caf,base_kras_caf_184
-2.009547,66.27131,base_kras_caf,base_kras_caf_185
-2.8351836,64.674934,base_kras_caf,base_kras_caf_186
-4.380729,62.813614,base_kras_caf,base_kras_caf_187
-3.2813513,65.878815,base_kras_caf,base_kras_caf_188
0.0032265882,65.17913,base_kras_caf,base_kras_caf_189
-3.8249414,62.96241,base_kras_caf,base_kras_caf_190
-3.3957934,65.63513,base_kras_caf,base_kras_caf_191
-2.5656688,66.03152,base_kras_caf,base_kras_caf_192
-1.6462061,66.00293,base_kras_caf,base_kras_caf_193
-2.234604,65.95473,base_kras_caf,base_kras_caf_194
-2.511455,64.51635,base_kras_caf,base_kras_caf_195
-1.9104903,63.611515,base_kras_caf,base_kras_caf_196
-1.9768524,65.68655,base_kras_caf,base_kras_caf_197
-2.5964053,65.938515,base_kras_caf,base_kras_caf_198
-2.844613,65.51029,base_kras_caf,base_kras_caf_199
-4.4576383,62.95442,base_kras_caf,base_kras_caf_200
-5.437018,63.88241,base_kras_caf,base_kras_caf_201
-4.678324,63.57204,base_kras_caf,base_kras_caf_202
-3.3800623,63.501102,base_kras_caf,base_kras_caf_203
-1.4923667,66.431755,base_kras_caf,base_kras_caf_204
-1.7279832,65.882774,base_kras_caf,base_kras_caf_205
-3.8427665,65.67284,base_kras_caf,base_kras_caf_206
-5.1342916,63.008934,base_kras_caf,base_kras_caf_207
-2.45125,66.0634,base_kras_caf,base_kras_caf_208
-3.1283092,64.864586,base_kras_caf,base_kras_caf_209
-3.2755733,64.78638,base_kras_caf,base_kras_caf_210
-2.7063684,62.830914,base_kras_caf,base_kras_caf_211
-4.7084045,64.642105,base_kras_caf,base_kras_caf_212
-1.7012628,65.57512,base_kras_caf,base_kras_caf_213
-5.326604,63.50731,base_kras_caf,base_kras_caf_214
-4.0439496,61.392048,base_kras_caf,base_kras_caf_215
-3.0908616,63.278408,base_kras_caf,base_kras_caf_216
-4.347138,65.63708,base_kras_caf,base_kras_caf_217
-0.35759398,66.55521,base_kras_caf,base_kras_caf_218
-2.5438578,63.918266,base_kras_caf,base_kras_caf_219
-1.2340733,64.26573,base_kras_caf,base_kras_caf_220
-3.2363179,64.77138,base_kras_caf,base_kras_caf_221
-1.7222786,64.75599,base_kras_caf,base_kras_caf_222
-1.3785603,66.36696,base_kras_caf,base_kras_caf_223
-5.9138093,61.6821,base_kras_caf,base_kras_caf_224
-4.039385,66.22984,base_kras_caf,base_kras_caf_225
-1.3638343,66.13877,base_kras_caf,base_kras_caf_226
-2.32143,64.16986,base_kras_caf,base_kras_caf_227
-2.2289944,65.86932,base_kras_caf,base_kras_caf_228
-4.630781,64.24701,base_kras_caf,base_kras_caf_229
-3.2702177,64.131195,base_kras_caf,base_kras_caf_230
-1.2778865,67.010506,base_kras_caf,base_kras_caf_231
-1.3494312,64.40535,base_kras_caf,base_kras_caf_232
-1.8936968,65.42707,base_kras_caf,base_kras_caf_233
-2.4289877,64.25947,base_kras_caf,base_kras_caf_234
-0.2571082,64.629234,base_kras_caf,base_kras_caf_235
-2.8522198,65.299,base_kras_caf,base_kras_caf_236
-3.690241,63.917,base_kras_caf,base_kras_caf_237
-2.0499277,65.779854,base_kras_caf,base_kras_caf_238
-2.0757418,64.0309,base_kras_caf,base_kras_caf_239
-3.185053,65.76433,base_kras_caf,base_kras_caf_240
-4.3106327,64.08329,base_kras_caf,base_kras_caf_241
-2.4043791,64.81936,base_kras_caf,base_kras_caf_242
-3.2315109,64.334785,base_kras_caf,base_kras_caf_243
-3.418849,62.18501,base_kras_caf,base_kras_caf_244
-2.281049,65.38784,base_kras_caf,base_kras_caf_245
-1.7583547,64.8014,base_kras_caf,base_kras_caf_246
-0.95705026,65.64815,base_kras_caf,base_kras_caf_247
-2.3946292,63.766876,base_kras_caf,base_kras_caf_248
-2.490467,64.108574,base_kras_caf,base_kras_caf_249
-4.967459,61.192253,base_kras_caf,base_kras_caf_250
-1.3229282,65.20104,base_kras_caf,base_kras_caf_251
-2.6013994,64.04916,base_kras_caf,base_kras_caf_252
-3.5300329,64.7247,base_kras_caf,base_kras_caf_253
-4.0719476,62.481228,base_kras_caf,base_kras_caf_254
-3.3023918,64.409225,base_kras_caf,base_kras_caf_255
-2.5031435,65.4941,base_kras_caf,base_kras_caf_256
-2.4198496,65.407875,base_kras_caf,base_kras_caf_257
-3.093566,63.421387,base_kras_caf,base_kras_caf_258
-1.879699,64.95774,base_kras_caf,base_kras_caf_259
-4.4066424,63.251953,base_kras_caf,base_kras_caf_260
-3.5763109,63.652782,base_kras_caf,base_kras_caf_261
-3.3056395,64.02263,base_kras_caf,base_kras_caf_262
-2.8832543,65.57026,base_kras_caf,base_kras_caf_263
-3.1126852,64.2159,base_kras_caf,base_kras_caf_264
-2.786697,65.8259,base_kras_caf,base_kras_caf_265
-1.9606092,65.63185,base_kras_caf,base_kras_caf_266
-3.7929783,64.337296,base_kras_caf,base_kras_caf_267
-3.013389,64.12549,base_kras_caf,base_kras_caf_268
-2.216495,63.783623,base_kras_caf,base_kras_caf_269
-2.6486337,63.305607,base_kras_caf,base_kras_caf_270
-4.095248,63.778538,base_kras_caf,base_kras_caf_271
-3.5108433,63.20316,base_kras_caf,base_kras_caf_272
-2.3578675,65.18536,base_kras_caf,base_kras_caf_273
-1.8209155,67.22055,base_kras_caf,base_kras_caf_274
-3.3492625,65.7208,base_kras_caf,base_kras_caf_275
-3.801205,63.84576,base_kras_caf,base_kras_caf_276
-1.3072097,65.62295,base_kras_caf,base_kras_caf_277
-2.558358,63.878216,base_kras_caf,base_kras_caf_278
-2.381272,65.34031,base_kras_caf,base_kras_caf_279
-0.8126193,64.50448,base_kras_caf,base_kras_caf_280
-2.28064,66.196815,base_kras_caf,base_kras_caf_281
-2.3531892,64.09574,base_kras_caf,base_kras_caf_282
-2.861936,65.97608,base_kras_caf,base_kras_caf_283
-2.5651548,65.76454,base_kras_caf,base_kras_caf_284
-3.4610374,64.47732,base_kras_caf,base_kras_caf_285
-1.3596622,65.789955,base_kras_caf,base_kras_caf_286
-1.2449123,65.56594,base_kras_caf,base_kras_caf_287
-3.1451683,62.26762,base_kras_caf,base_kras_caf_288
-1.4907546,63.560734,base_kras_caf,base_kras_caf_289
-3.4159408,63.917606,base_kras_caf,base_kras_caf_290
-3.8018563,64.86053,base_kras_caf,base_kras_caf_291
-3.6199543,64.532974,base_kras_caf,base_kras_caf_292
-2.398663,64.14501,base_kras_caf,base_kras_caf_293
-3.9340575,63.785843,base_kras_caf,base_kras_caf_294
-3.670817,64.642456,base_kras_caf,base_kras_caf_295
-1.8776197,66.01104,base_kras_caf,base_kras_caf_296
-2.3681006,63.691082,base_kras_caf,base_kras_caf_297
-0.26264608,65.045555,base_kras_caf,base_kras_caf_298
-0.9094723,66.51219,base_kras_caf,base_kras_caf_299
-2.1449113,64.9142,base_kras_caf,base_kras_caf_300
-1.9745805,65.91114,base_kras_caf,base_kras_caf_301
-3.6732004,64.76997,base_kras_caf,base_kras_caf_302
-0.45139596,66.4869,base_kras_caf,base_kras_caf_303
-4.59851,63.824318,base_kras_caf,base_kras_caf_304
-1.3040448,65.34529,base_kras_caf,base_kras_caf_305
-1.5657952,65.06099,base_kras_caf,base_kras_caf_306
-0.21528426,66.001114,base_kras_caf,base_kras_caf_307
-2.0308669,65.5928,base_kras_caf,base_kras_caf_308
-3.7680483,63.533745,base_kras_caf,base_kras_caf_309
-2.3706577,65.659836,base_kras_caf,base_kras_caf_310
-3.5760293,62.569065,base_kras_caf,base_kras_caf_311
-4.379619,63.821415,base_kras_caf,base_kras_caf_312
-2.9954078,64.93648,base_kras_caf,base_kras_caf_313
-3.79717,63.32421,base_kras_caf,base_kras_caf_314
-3.4651613,65.55107,base_kras_caf,base_kras_caf_315
-2.7410815,65.37211,base_kras_caf,base_kras_caf_316
-4.0891848,63.690605,base_kras_caf,base_kras_caf_317
-0.53730804,66.8285,base_kras_caf,base_kras_caf_318
-5.475481,62.824387,base_kras_caf,base_kras_caf_319
-3.042829,65.04834,base_kras_caf,base_kras_caf_320
-3.2613862,64.446976,base_kras_caf,base_kras_caf_321
-3.439392,63.779896,base_kras_caf,base_kras_caf_322
-2.4144917,65.711235,base_kras_caf,base_kras_caf_323
-1.7665576,66.87112,base_kras_caf,base_kras_caf_324
-4.179406,63.75964,base_kras_caf,base_kras_caf_325
-2.644756,63.52825,base_kras_caf,base_kras_caf_326
-4.2625976,63.199375,base_kras_caf,base_kras_caf_327
-4.4846444,63.78953,base_kras_caf,base_kras_caf_328
-1.2891415,66.61051,base_kras_caf,base_kras_caf_329
-3.8246331,64.87027,base_kras_caf,base_kras_caf_330
-2.0638187,64.35277,base_kras_caf,base_kras_caf_331
-4.235693,63.120544,base_kras_caf,base_kras_caf_332
-6.5503764,61.568893,base_kras_caf,base_kras_caf_333
-2.3197484,66.17838,base_kras_caf,base_kras_caf_334
-3.7557313,64.00816,base_kras_caf,base_kras_caf_335
-2.6983178,65.77183,base_kras_caf,base_kras_caf_336
-4.4759936,63.673435,base_kras_caf,base_kras_caf_337
-2.258156,65.399956,base_kras_caf,base_kras_caf_338
-3.589166,64.45991,base_kras_caf,base_kras_caf_339
-1.4796565,66.567665,base_kras_caf,base_kras_caf_340
-0.96510667,65.894516,base_kras_caf,base_kras_caf_341
0.56315005,65.476234,base_kras_caf,base_kras_caf_342
-3.4662926,64.42106,base_kras_caf,base_kras_caf_343
-3.206999,64.24609,base_kras_caf,base_kras_caf_344
-3.0561748,65.28013,base_kras_caf,base_kras_caf_345
-3.0273414,64.94282,base_kras_caf,base_kras_caf_346
-2.1306164,66.04945,base_kras_caf,base_kras_caf_347
-1.3818655,64.74877,base_kras_caf,base_kras_caf_348
-3.5520718,66.43147,base_kras_caf,base_kras_caf_349
-5.181071,65.32748,base_kras_caf,base_kras_caf_350
-3.6860151,61.06655,base_kras_caf,base_kras_caf_351
-3.8257086,63.29011,base_kras_caf,base_kras_caf_352
-3.631097,65.9894,base_kras_caf,base_kras_caf_353
-3.8631792,64.57225,base_kras_caf,base_kras_caf_354
-2.6956544,65.21192,base_kras_caf,base_kras_caf_355
-5.5080543,62.93754,base_kras_caf,base_kras_caf_356
-4.4371605,63.381935,base_kras_caf,base_kras_caf_357
-3.5829947,64.790634,base_kras_caf,base_kras_caf_358
-3.1648967,63.845833,base_kras_caf,base_kras_caf_359
-3.2486038,65.34339,base_kras_caf,base_kras_caf_360
-1.8361591,65.273315,base_kras_caf,base_kras_caf_361
-2.2120566,64.11844,base_kras_caf,base_kras_caf_362
-2.8122554,65.62103,base_kras_caf,base_kras_caf_363
-4.371232,63.466557,base_kras_caf,base_kras_caf_364
-3.4794476,62.074783,base_kras_caf,base_kras_caf_365
-0.9821798,66.292435,base_kras_caf,base_kras_caf_366
-3.3426454,63.798138,base_kras_caf,base_kras_caf_367
-2.8672473,64.85043,base_kras_caf,base_kras_caf_368
-2.0018816,65.25993,base_kras_caf,base_kras_caf_369
-1.3033341,66.040924,base_kras_caf,base_kras_caf_370
-4.525627,64.29653,base_kras_caf,base_kras_caf_371
-1.7699106,66.43556,base_kras_caf,base_kras_caf_372
-2.0942783,64.506325,base_kras_caf,base_kras_caf_373
-2.4294732,64.76114,base_kras_caf,base_kras_caf_374
-4.491086,64.149605,base_kras_caf,base_kras_caf_375
0.084613316,65.3035,base_kras_caf,base_kras_caf_376
-2.4078202,63.57494,base_kras_caf,base_kras_caf_377
-3.918381,64.36679,base_kras_caf,base_kras_caf_378
-4.151191,63.680088,base_kras_caf,base_kras_caf_379
-2.68708,65.53374,base_kras_caf,base_kras_caf_380
-3.180218,64.3683,base_kras_caf,base_kras_caf_381
-3.6909282,62.847355,base_kras_caf,base_kras_caf_382
-2.5902543,65.14804,base_kras_caf,base_kras_caf_383
-1.7307271,65.50791,base_kras_caf,base_kras_caf_384
-2.2286382,66.11756,base_kras_caf,base_kras_caf_385
-2.6934845,63.346256,base_kras_caf,base_kras_caf_386
-1.6188695,66.322784,base_kras_caf,base_kras_caf_387
-0.57827383,65.23384,base_kras_caf,base_kras_caf_388
-1.7842182,64.23513,base_kras_caf,base_kras_caf_389
-3.5240579,61.72162,base_kras_caf,base_kras_caf_390
-2.9807355,63.94694,base_kras_caf,base_kras_caf_391
-3.3261628,63.876537,base_kras_caf,base_kras_caf_392
-3.2735097,64.928055,base_kras_caf,base_kras_caf_393
-2.3078997,65.938965,base_kras_caf,base_kras_caf_394
-1.288814,66.39952,base_kras_caf,base_kras_caf_395
-0.6209213,66.471695,base_kras_caf,base_kras_caf_396
-4.7526736,63.856068,base_kras_caf,base_kras_caf_397
-3.6981192,64.184845,base_kras_caf,base_kras_caf_398
-1.4083416,65.2841,base_kras_caf,base_kras_caf_399
-1.5559245,65.51363,base_kras_caf,base_kras_caf_400
-2.4847794,65.213684,base_kras_caf,base_kras_caf_401
-3.2107809,66.08734,base_kras_caf,base_kras_caf_402
-2.2649424,65.77733,base_kras_caf,base_kras_caf_403
-2.5512078,66.01576,base_kras_caf,base_kras_caf_404
-2.3177574,64.094864,base_kras_caf,base_kras_caf_405
-2.8412986,64.66397,base_kras_caf,base_kras_caf_406
-4.176668,63.491646,base_kras_caf,base_kras_caf_407
-3.496882,62.62118,base_kras_caf,base_kras_caf_408
-2.2987208,63.927917,base_kras_caf,base_kras_caf_409
-5.402734,62.080807,base_kras_caf,base_kras_caf_410
-2.090825,64.34597,base_kras_caf,base_kras_caf_411
-4.078714,64.48094,base_kras_caf,base_kras_caf_412
-1.0658841,65.255554,base_kras_caf,base_kras_caf_413
-3.6478076,64.15484,base_kras_caf,base_kras_caf_414
-2.0883436,65.96075,base_kras_caf,base_kras_caf_415
-2.0412557,64.94129,base_kras_caf,base_kras_caf_416
-3.659588,63.87748,base_kras_caf,base_kras_caf_417
-3.3692234,64.950584,base_kras_caf,base_kras_caf_418
-1.275146,66.3217,base_kras_caf,base_kras_caf_419
-2.3624303,66.24283,base_kras_caf,base_kras_caf_420
-3.3102946,65.28847,base_kras_caf,base_kras_caf_421
-3.3428342,65.235466,base_kras_caf,base_kras_caf_422
-2.1503391,65.607376,base_kras_caf,base_kras_caf_423
-2.2026732,64.20857,base_kras_caf,base_kras_caf_424
-2.167327,64.8625,base_kras_caf,base_kras_caf_425
-0.16939601,66.82753,base_kras_caf,base_kras_caf_426
-5.9958477,61.07175,base_kras_caf,base_kras_caf_427
-2.7235086,64.73542,base_kras_caf,base_kras_caf_428
-5.0365663,66.341446,base_kras_caf,base_kras_caf_429
-4.7113,63.790936,base_kras_caf,base_kras_caf_430
-3.5745523,64.31881,base_kras_caf,base_kras_caf_431
-3.2479606,65.20384,base_kras_caf,base_kras_caf_432
-3.1086204,63.730827,base_kras_caf,base_kras_caf_433
-3.0556285,64.31938,base_kras_caf,base_kras_caf_434
-5.4843526,63.387207,base_kras_caf,base_kras_caf_435
-5.174473,65.847885,base_kras_caf,base_kras_caf_436
-3.5998023,64.82847,base_kras_caf,base_kras_caf_437
-3.0102668,66.0989,base_kras_caf,base_kras_caf_438
-2.3028882,64.33001,base_kras_caf,base_kras_caf_439
-3.8144252,63.073765,base_kras_caf,base_kras_caf_440
-2.8646486,64.706665,base_kras_caf,base_kras_caf_441
-3.5369918,63.786488,base_kras_caf,base_kras_caf_442
-3.1231353,63.721256,base_kras_caf,base_kras_caf_443
-1.6696216,66.07446,base_kras_caf,base_kras_caf_444
-3.9850037,64.870445,base_kras_caf,base_kras_caf_445
-5.1741524,63.939293,base_kras_caf,base_kras_caf_446
-5.691543,62.91555,base_kras_caf,base_kras_caf_447
-4.4945493,64.04643,base_kras_caf,base_kras_caf_448
-3.3942297,63.33313,base_kras_caf,base_kras_caf_449
-2.533228,65.849945,base_kras_caf,base_kras_caf_450
-2.993193,65.78297,base_kras_caf,base_kras_caf_451
-3.501147,64.081245,base_kras_caf,base_kras_caf_452
-5.1312838,62.59438,base_kras_caf,base_kras_caf_453
-3.7284229,64.471344,base_kras_caf,base_kras_caf_454
-1.7542787,65.23955,base_kras_caf,base_kras_caf_455
-3.4302714,66.31086,base_kras_caf,base_kras_caf_456
-2.5487454,63.909447,base_kras_caf,base_kras_caf_457
-1.0700984,64.55184,base_kras_caf,base_kras_caf_458
-3.6403384,65.570465,base_kras_caf,base_kras_caf_459
-3.0316927,65.76634,base_kras_caf,base_kras_caf_460
-4.4194174,65.04934,base_kras_caf,base_kras_caf_461
-1.3675879,65.90271,base_kras_caf,base_kras_caf_462
-2.8367596,64.76623,base_kras_caf,base_kras_caf_463
-3.9071815,62.38713,base_kras_caf,base_kras_caf_464
-0.8128676,65.98257,base_kras_caf,base_kras_caf_465
-1.9296236,64.065895,base_kras_caf,base_kras_caf_466
-3.2623265,65.35238,base_kras_caf,base_kras_caf_467
-2.981023,65.45987,base_kras_caf,base_kras_caf_468
