,0,1
545,-5.162109,1.9129784
546,-4.820351,2.0970974
547,-5.107858,2.047775
548,-4.9273105,2.0766747
549,-5.4159303,1.9912797
550,-4.9195304,1.995115
551,-5.162109,1.9129784
552,-4.820351,2.0970974
553,-5.149643,1.9297546
554,-4.968835,2.018533
555,-5.2292385,2.178341
556,-4.968835,2.018533
557,-4.947476,2.1091535
558,-4.968835,2.018533
559,-5.0510073,1.8174899
560,-5.5439296,1.9584345
561,-5.4342723,1.9949092
562,-5.4454846,2.081062
563,-4.968835,2.018533
564,-5.587146,1.5647959
565,-4.92228,1.563672
566,-5.7133245,1.0822414
567,-4.960964,1.9977642
568,-4.976372,1.7636708
569,-4.956317,1.9857898
570,-4.968835,2.018533
571,-5.5238633,1.2521582
572,-5.534171,1.1906664
573,-5.348326,1.2722157
574,-5.075221,1.8733853
575,-5.4399896,1.9916227
576,-5.017893,1.8506868
577,-5.023514,1.8335594
578,-4.9166384,1.8883168
579,-4.968835,2.018533
580,-5.146528,1.8020941
581,-5.2443337,1.7689531
582,-5.199179,1.5492588
583,-4.987624,1.8896314
584,-4.968835,2.018533
585,-5.0944066,1.9044726
586,-4.954878,1.9198031
587,-5.0742946,1.9863034
588,-5.2344265,1.7759134
589,-5.2344265,1.7759134
590,-4.9648004,2.0078175
591,-5.0046964,2.0340707
592,-4.966533,2.0123963
593,-4.7524657,2.2092443
594,-4.9655147,2.0157197
595,-4.8996196,2.056352
596,-5.129465,1.9778293
597,-4.968768,2.0183487
598,-5.014725,1.7071179
599,-4.9994946,1.6414406
600,-5.0103903,1.6640779
601,-5.3097606,1.8540858
602,-5.048087,1.7909687
603,-5.109454,1.862713
604,-5.106829,1.8991734
605,-5.4991674,2.0671237
606,-5.017662,1.7624251
607,-4.97892,1.9787091
608,-5.1268673,1.7750394
609,-5.4836183,2.994562
610,-5.1229167,1.8230087
611,-5.0381727,1.8634238
612,-4.9463553,2.1585515
613,-5.5011363,1.9875199
614,-5.017871,1.7620136
615,-5.265907,1.875616
616,-4.7987714,2.088355
617,-5.1010194,1.8898394
618,-4.930529,2.1316762
619,-5.4995027,1.9860126
620,-5.017871,1.7620136
621,-5.265907,1.875616
622,-4.7987714,2.088355
623,-4.9856114,1.6814145
624,-4.968835,2.018533
625,-5.3166757,2.2315981
626,-4.968835,2.018533
627,-4.9463553,2.1585515
628,-4.968835,2.018533
629,-5.0520744,1.8266513
630,-5.638205,1.8051637
631,-5.401326,2.041667
632,-5.329822,2.0045877
633,-4.968835,2.018533
634,-5.631455,0.45781916
635,-5.1592956,1.2495131
636,-5.284775,1.6563334
637,-4.960964,1.9977642
638,-4.9730515,1.7157376
639,-4.956317,1.9857898
640,-4.968835,2.018533
641,-5.0072994,1.4545548
642,-5.368165,1.0382196
643,-4.8807135,2.2769127
644,-5.1176853,1.6995465
645,-5.362907,1.9815849
646,-5.0093617,1.8483536
647,-5.010858,1.844448
648,-5.006215,1.7529627
649,-4.968835,2.018533
650,-5.1321435,1.802596
651,-5.2828355,1.8213515
652,-5.153929,1.609368
653,-4.966705,1.9218246
654,-4.968835,2.018533
655,-5.287315,1.8008883
656,-4.954878,1.9198031
657,-5.2420883,1.6809024
658,-5.2458014,1.8755144
659,-5.2458014,1.8755144
660,-4.9648004,2.0078175
661,-5.0135446,2.039659
662,-4.966533,2.0123963
663,-4.698287,2.256226
664,-4.9655147,2.0157197
665,-4.8820577,2.069956
666,-5.1575136,2.0291133
667,-4.968768,2.0183487
668,-5.4431353,1.7381251
669,-5.4452295,1.7398261
670,-5.4431353,1.7381251
671,-5.318379,1.5744538
672,-5.048087,1.7909687
673,-5.1135507,1.6591408
674,-5.234619,1.405224
675,-5.558038,2.0772057
676,-5.16381,1.9083161
677,-4.9777455,1.9838035
678,-5.1492763,1.8744308
679,-5.5511394,3.269468
680,-5.117447,1.7153671
681,-5.0499334,1.7819955
682,-4.907636,2.137387
683,-5.6018467,1.931681
684,-5.157758,1.9140718
685,-5.2002506,2.0038102
686,-4.7940264,2.0329964
687,-4.9439025,1.7369574
688,-4.907636,2.137387
689,-5.598755,1.929047
690,-5.0069904,1.7215738
691,-5.201954,2.0024352
692,-4.7940264,2.0329964
693,-4.563116,1.0750092
694,-4.968835,2.018533
695,-5.4044375,2.2848547
696,-4.968835,2.018533
697,-4.907636,2.137387
698,-4.968835,2.018533
699,-5.0519786,1.8352275
700,8.160353,-0.9587799
701,8.3218565,-1.0936764
702,8.448866,-0.7552402
703,8.54225,-0.656128
704,8.3876295,-1.0094712
705,8.49548,-1.000508
706,8.321866,-1.2872654
707,8.56507,-0.71923685
708,8.561817,-0.86564887
709,8.549746,-0.67840505
710,8.544662,-0.66325444
711,8.310189,-1.2855835
712,8.329212,-1.0929947
713,8.306528,-1.084738
714,8.564674,-0.6183778
715,8.319915,-1.0797076
716,8.532665,-0.6618427
717,8.532665,-0.6618427
718,8.510576,-0.74520206
719,8.544662,-0.66325444
720,8.562981,-0.7577785
721,8.548741,-0.7322713
722,8.572544,-0.7217401
723,8.557219,-0.640933
724,8.544662,-0.66325444
725,8.321719,-0.7320277
726,8.54225,-0.656128
727,8.396155,-0.7313888
728,8.517902,-0.7117154
729,8.51949,-0.7152912
730,8.544848,-0.66380537
731,8.545211,-0.6680751
732,8.544662,-0.66325444
733,8.562863,-0.6327831
734,8.562835,-0.6824883
735,8.546242,-0.64291066
736,8.330759,-0.73278195
737,8.542851,-0.65790105
738,8.553881,-0.6208003
739,8.557273,-0.63912725
740,8.5573015,-0.63976675
741,8.489226,0.192447
742,8.550082,-0.8551527
743,8.396952,-0.72664136
744,8.381893,-0.73045504
745,8.459336,-0.77782804
746,8.553881,-0.6208003
747,8.454634,-0.72217524
748,8.473005,-0.60625106
749,8.592989,-0.6914649
750,8.543201,-0.55427146
751,8.555428,-0.6955866
752,8.510602,-0.7295355
753,8.402556,-0.78630245
754,8.553881,-0.6208003
755,8.514522,-0.71241385
756,8.577137,-0.65580434
757,8.472959,-0.69056845
758,8.510602,-0.7295355
759,8.402556,-0.78630245
760,8.557244,-0.6323318
761,8.514522,-0.71241385
762,8.577137,-0.65580434
763,8.504876,-0.55688137
764,8.544662,-0.66325444
765,8.34303,-0.5996054
766,8.544662,-0.66325444
767,8.510602,-0.7295355
768,8.544662,-0.66325444
769,8.594905,-0.7861619
770,7.9343896,-0.91879344
771,8.227125,-1.3110055
772,8.351447,-0.61375874
773,8.54225,-0.656128
774,8.226883,-1.0004731
775,8.386933,-1.3241038
776,8.267873,-0.49089605
777,8.56507,-0.71923685
778,8.533336,-1.0301933
779,8.549746,-0.67840505
780,8.544662,-0.66325444
781,8.273048,-0.47502518
782,8.266908,-0.4814548
783,8.156222,-0.76751345
784,8.533583,-0.5530711
785,8.226174,-1.3072813
786,8.525151,-0.6983413
787,8.525151,-0.69834113
788,8.4868965,-0.9127223
789,8.544662,-0.66325444
790,8.525693,-0.83978534
791,8.370168,-0.62102044
792,8.538452,-0.75262594
793,8.557909,-0.6252569
794,8.544662,-0.66325444
795,8.215682,-0.7560433
796,8.54225,-0.656128
797,8.306072,-0.79136026
798,8.505798,-0.70697975
799,8.516068,-0.72879314
800,8.544848,-0.66380537
801,8.545572,-0.670317
802,8.544662,-0.66325444
803,8.569338,-0.6218556
804,8.562835,-0.6824883
805,8.553219,-0.6419727
806,8.230312,-0.7571752
807,8.542851,-0.65790105
808,8.543899,-0.63840175
809,8.542404,-0.5966196
810,8.542825,-0.59840816
811,8.547717,0.2576237
812,8.499786,-0.96192956
813,8.304696,-0.7858323
814,8.28824,-0.78994167
815,8.415424,-0.8313707
816,8.543687,-0.64488715
817,8.413308,-0.74517614
818,8.436189,-0.64234203
819,8.618926,-0.61312836
820,8.495747,-0.5861453
821,8.568515,-0.7248144
822,8.481919,-0.80788046
823,8.387459,-0.7901443
824,8.543901,-0.63834035
825,8.502988,-0.7235012
826,8.584378,-0.67193925
827,8.51358,-0.51401794
828,8.481919,-0.80788046
829,8.387459,-0.7901443
830,8.543929,-0.6370377
831,8.502576,-0.7170861
832,8.584378,-0.67193925
833,8.726094,-0.1692216
834,8.544662,-0.66325444
835,8.138073,-0.5138845
836,8.544662,-0.66325444
837,8.481919,-0.80788046
838,8.544662,-0.66325444
839,8.594906,-0.7861634
840,7.738483,-1.06111
841,8.141826,-1.4610376
842,8.464286,-0.6628713
843,8.54225,-0.656128
844,8.101798,-2.279904
845,8.266393,-1.3227904
846,8.4688015,0.24674624
847,8.56507,-0.71923685
848,8.539299,-1.0476891
849,8.549746,-0.67840505
850,8.544662,-0.66325444
851,8.409896,-0.24977328
852,8.40916,-0.25082928
853,8.392788,-0.35756707
854,8.470834,-0.6390764
855,8.141953,-1.457644
856,8.483038,-0.73748213
857,8.483038,-0.73748213
858,8.418052,-1.0910629
859,8.544662,-0.66325444
860,8.458313,-0.96433413
861,8.32364,-0.6456142
862,8.469328,-0.8206461
863,8.548341,-0.59655905
864,8.544662,-0.66325444
865,8.262128,-0.7669173
866,8.54225,-0.656128
867,8.254616,-0.7791394
868,8.500713,-0.7190383
869,8.501645,-0.72089684
870,8.544848,-0.66380537
871,8.5433445,-0.6655626
872,8.544662,-0.66325444
873,8.576764,-0.60925627
874,8.562835,-0.6824883
875,8.560249,-0.640686
876,8.26733,-0.743756
877,8.542851,-0.65790105
878,8.519904,-0.54763716
879,8.514512,-0.56239295
880,8.518672,-0.56306094
881,8.469871,-0.18372494
882,8.446098,-1.073486
883,8.2529955,-0.77659
884,8.241201,-0.77128965
885,8.361958,-0.8977208
886,8.519976,-0.5484451
887,8.372909,-0.7638635
888,8.373361,-0.6710207
889,8.649511,-0.4556043
890,8.467036,-0.69587874
891,8.584758,-0.75183505
892,8.431073,-0.9559494
893,8.373796,-0.7985095
894,8.520356,-0.55053127
895,8.475703,-0.7433042
896,8.606351,-0.70433354
897,8.638643,-0.3057869
898,8.431073,-0.9559494
899,8.373796,-0.7985095
900,8.519976,-0.5484451
901,8.475814,-0.74173725
902,8.606351,-0.70433354
903,8.778546,0.098520555
904,8.544662,-0.66325444
905,7.921317,-0.40412188
906,8.544662,-0.66325444
907,8.431073,-0.9559494
908,8.544662,-0.66325444
909,8.594906,-0.7861661
910,7.6242657,-1.4285555
911,8.06612,-1.5549089
912,8.555447,-0.911197
913,8.54225,-0.656128
914,8.581216,-0.49727795
915,8.124507,-1.3591557
916,8.590632,-0.15574528
917,8.56507,-0.71923685
918,8.548457,-1.0005988
919,8.549746,-0.67840505
920,8.544662,-0.66325444
921,8.280665,-1.5118613
922,8.297774,-1.5269403
923,9.127294,-0.22792464
924,8.466537,-0.89712745
925,8.067101,-1.5449632
926,8.453749,-0.81697387
927,8.453749,-0.81697387
928,8.346829,-1.2452898
929,8.544662,-0.66325444
930,8.436837,-1.0163599
931,8.125798,-0.7929906
932,8.486792,-0.84127074
933,8.536199,-0.56252724
934,8.544662,-0.66325444
935,8.380102,-0.7329322
936,8.54225,-0.656128
937,8.232308,-0.7683713
938,8.48546,-0.72168344
939,8.485661,-0.7232364
940,8.544848,-0.66380537
941,8.540049,-0.65835875
942,8.544662,-0.66325444
943,8.585024,-0.59518194
944,8.562835,-0.6824883
945,8.567047,-0.639075
946,8.377447,-0.7319995
947,8.542851,-0.65790105
948,8.401953,-0.808519
949,8.37668,-0.83101493
950,8.386247,-0.82505864
951,8.328289,-0.6608449
952,8.403577,-1.2468749
953,8.2311945,-0.7667985
954,8.22901,-0.7661688
955,8.309178,-0.94234747
956,8.409056,-0.7985375
957,8.3414545,-0.7959101
958,8.290904,-0.6398137
959,8.67268,-0.27255315
960,8.478035,-0.79874086
961,8.593325,-0.7750513
962,8.367838,-1.0317456
963,8.361412,-0.8119039
964,8.4089575,-0.7976903
965,8.425202,-0.7739034
966,8.621783,-0.71944207
967,8.763324,-0.016609909
968,8.367838,-1.0317456
969,8.361412,-0.8119039
970,8.409056,-0.7985375
971,8.425307,-0.7723323
972,8.621783,-0.719442
973,9.348135,-0.38091224
974,8.544662,-0.66325444
975,7.6875305,-0.2857412
976,8.544662,-0.66325444
977,8.367838,-1.0317456
